GROUP;DESCRIPTION;P/N;ALT P/N;S/N;MIN QTY;UNIT;CONDITION;WAREHOUSE;STORES;QTY;EXPIRED DATE;GRN NO;VENDOR;RECEIVED DATE;RECEIVED BY;ORDER NUMBER;REFERENCE NUMBER;AWB NUMBER;REMARK;UNIT VALUE
Consumable Part;MICROPHONE ICOM;HM-176;;N/A;;;;WISNU;E2;2;;;;;;;;;;
Consumable Part;MIRROR COWLING;474-365;;N/A;;;;WISNU;G3;3;;;;;;;;;;
Consumable Part;MOD KIT;88433-002;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;MONITOR SIMULATOR;N/A;;N/A;;;;WISNU;WISNU;0;;;;;;;;;;
Consumable Part;MONTED MIC & JACK PHONE;FAP08-1;;N/A;;;;WISNU;D2-6;17;;;;;;;;;;
Consumable Part;MOUNT;0413523-6;;N/A;;;;WISNU;D2-3;27;;;;;;;;;;
Consumable Part;MOUNT COWL;J7444-42;;N/A;;;;WISNU;A4-1;6;;;;;;;;;;
Consumable Part;MOUNT HYDROULIC;96902-000;;N/A;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;MOUNTING KIT;MK-01;;N/A;;;;WISNU;D2-9;18;;;;;;;;;;
Consumable Part;MOUNTING KIT;MK-02;;N/A;;;;WISNU;D2-9;3;;;;;;;;;;
Consumable Part;MOUNTING PLATE;047-04956-0003;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;MOUNTING PLATE;047-04956-0003;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;MOUNTING RACK GNS430;115-00243-00;;N/A;;;;WISNU;G1;3;;;;;;;;;;
Consumable Part;MOUNTING TRAY;047-04874-0001;;N/A;;;;WISNU;A4-2;0;;;;;;;;;;
Consumable Part;MOUNTING TRAY;047-05193-0002;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;MOUNTING TRAY;047-0940-004;;N/A;;;;WISNU;A4-2;0;;;;;;;;;;
Consumable Part;MOUNTING TRAY;047-09628-0004;;N/A;;;;WISNU;A4-2;8;;;;;;;;;;
Consumable Part;MPK;METHYL PROPYL KETONE;;N/A;;;;WISNU;CONTAINER;3;;;;;;;;;;
Consumable Part;MUFFLER;A1754001-25;;50244;;;;WISNU;F3;1;;;;;;;;;;
Consumable Part;MULTI PURPOSE FLUID (AEROSHELL FLUID 3);MIL-PRF-7870;;N/A;;;;WISNU;WISNU;3;;;;;;;;;;
Consumable Part;MULTI PURPOSE FLUID (AEROSHELL FLUID 3);MIL-PRF-7870;;N/A;;;;WISNU;WISNU;2;;;;;;;;;;
Consumable Part;NIPPLE;AN4022-1;;N/A;;;;WISNU;B3-17;0;;;;;;;;;;
Consumable Part;NIPPLE;AN4022-1;;N/A;;;;WISNU;B3-17;10;;;;;;;;;;
Consumable Part;NIPPLE;AN816-2D;;N/A;;;;WISNU;D2-11;4;;;;;;;;;;
Consumable Part;NIPPLE;AN911-1D;;N/A;;;;WISNU;D2-11;15;;;;;;;;;;
Consumable Part;NIPPLE;MS25171-1S;;N/A;;;;WISNU;D2-2;28;;;;;;;;;;
Consumable Part;NIPPLE;MS25171-2S;;N/A;;;;WISNU;D2-2;50;;;;;;;;;;
Consumable Part;NIPPLE;MS25171-3S;;N/A;;;;WISNU;D2-3;91;;;;;;;;;;
Consumable Part;NIPPLE;MS25171-4S;;N/A;;;;WISNU;D2-3;20;;;;;;;;;;
Consumable Part;NOSE TUBE;092-308-0;;N/A;;;;WISNU;D3;8;;;;;;;;;;
Consumable Part;NOSE TUBE;092-308-0;;N/A;;;;WISNU;D3-8;5;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;32802437;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;32822233;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52222233;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382165;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382168;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382207;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382210;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382215;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382216;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382219;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382228;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382230;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52382239;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52472004;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52482161;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52482180;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52492204;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52492219;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52492333;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52502210;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;52862281;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;NOSE TYRE;505C61-8;;5372137;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;NUT;094-15200;;N/A;;;;WISNU;A3-3;4;;;;;;;;;;
Consumable Part;NUT;1514119-3;;N/A;;;;WISNU;A2-9;1;;;;;;;;;;
Consumable Part;NUT;AN310C4;;N/A;;;;WISNU;A3-3;100;;;;;;;;;;
Consumable Part;NUT;AN315-4R;;N/A;;;;WISNU;A3-3;100;;;;;;;;;;
Consumable Part;NUT;AN315-4R;;N/A;;;;WISNU;A3-3;1;;;;;;;;;;
Consumable Part;NUT;AN316-6R;;N/A;;;;WISNU;A3-3;197;;;;;;;;;;
Consumable Part;NUT;MS 21045-3;;N/A;;;;WISNU;A3-3;197;;;;;;;;;;
Consumable Part;NUT;MS1045-3;;N/A;;;;WISNU;A3-3;330;;;;;;;;;;
Consumable Part;NUT;MS20365-720C;;N/A;;;;WISNU;A3-1;16;;;;;;;;;;
Consumable Part;NUT;MS20365-720C;;N/A;;;;WISNU;A3-1;100;;;;;;;;;;
Consumable Part;NUT;MS21042-5;;N/A;;;;WISNU;A3-3;25;;;;;;;;;;
Consumable Part;NUT;MS21042-5;;N/A;;;;WISNU;A3-3;25;;;;;;;;;;
Consumable Part;NUT;MS21042L3;;N/A;;;;WISNU;A3-3;148;;;;;;;;;;
Consumable Part;NUT;MS21042L4;;N/A;;;;WISNU;D3-2;98;;;;;;;;;;
Consumable Part;NUT;MS21042L5;;N/A;;;;WISNU;D3-2;93;;;;;;;;;;
Consumable Part;NUT;MS21044N4;;N/A;;;;WISNU;D3-2;100;;;;;;;;;;
Consumable Part;NUT;MS21044N7;;N/A;;;;WISNU;A3-3;23;;;;;;;;;;
Consumable Part;NUT;MS21045L06;;N/A;;;;WISNU;A3-3;7;;;;;;;;;;
Consumable Part;NUT;MS21045L6;;N/A;;;;WISNU;A3-3;16;;;;;;;;;;
Consumable Part;NUT;MS21045L6;;N/A;;;;WISNU;D3-2;10;;;;;;;;;;
Consumable Part;NUT;MS21045L8;;N/A;;;;WISNU;A3-3;76;;;;;;;;;;
Consumable Part;NUT;MS21083N3;;N/A;;;;WISNU;A3-3;83;;;;;;;;;;
Consumable Part;NUT;MS21245-7;;N/A;;;;WISNU;D3-12;2;;;;;;;;;;
Consumable Part;NUT;MS21245L7;;N/A;;;;WISNU;D3-12;6;;;;;;;;;;
Consumable Part;NUT;MS25082B2;;N/A;;;;WISNU;D3-13;281;;;;;;;;;;
Consumable Part;NUT;MS25649-265B;;N/A;;;;WISNU;A3-3;149;;;;;;;;;;
Consumable Part;NUT;S1914-8;;N/A;;;;WISNU;A3-3;50;;;;;;;;;;
Consumable Part;NUT;STD1410;;N/A;;;;WISNU;A3-3;10;;;;;;;;;;
Consumable Part;NUT BK;0413613-1-279;;N/A;;;;WISNU;D2-3;123;;;;;;;;;;
Consumable Part;NUT PLAIN;AN310-4;;N/A;;;;WISNU;A3-3;31;;;;;;;;;;
Consumable Part;NUT PLATE;MS21047L3K;;N/A;;;;WISNU;A3-6;38;;;;;;;;;;
Consumable Part;NUT PLATE;MS21049L08K;;N/A;;;;WISNU;A3-6;41;;;;;;;;;;
Consumable Part;NUT PLATE;MS21059L08;;N/A;;;;WISNU;A3-6;35;;;;;;;;;;
Consumable Part;NUT,SELF LOCKING;MS21044N5;;N/A;;;;WISNU;A3-3;98;;;;;;;;;;
Consumable Part;O RING;483248/2-906;;N/A;;;;WISNU;B2-1;100;;;;;;;;;;
Consumable Part;O RING;755-834;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;O RING;755-834;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;O RING;755-836;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;O RING;755-836;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;O RING;760-504;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;O RING;C-3317-228;;N/A;;;;WISNU;G3;49;;;;;;;;;;
Consumable Part;O RING;M83461/1-224;;N/A;;;;WISNU;B3-20;11;;;;;;;;;;
Consumable Part;O RING;MS28775-006;;N/A;;;;WISNU;B3-18;25;;;;;;;;;;
Consumable Part;O RING;MS28775-010;;N/A;;;;WISNU;A2-8;26;;;;;;;;;;
Consumable Part;O RING;MS28775-015;;N/A;;;;WISNU;B3-20;99;;;;;;;;;;
Consumable Part;O RING;MS28775-110;;N/A;;;;WISNU;A2-8;32;;;;;;;;;;
Consumable Part;O RING;MS28775-221;;N/A;;;;WISNU;B3-20;24;;;;;;;;;;
Consumable Part;O RING;MS28775-222;;N/A;;;;WISNU;B3-20;80;;;;;;;;;;
Consumable Part;O RING;MS28775-225;;N/A;;;;WISNU;B3-18;18;;;;;;;;;;
Consumable Part;O RING;MS28775-227;;N/A;;;;WISNU;B3-18;25;;;;;;;;;;
Consumable Part;O RING;MS28775-228;;N/A;;;;WISNU;B3-19;7;;;;;;;;;;
Consumable Part;O RING;MS28775-230;;N/A;;;;WISNU;B3-19;49;;;;;;;;;;
Consumable Part;O RING;MS28775-327;;N/A;;;;WISNU;B3-18;10;;;;;;;;;;
Consumable Part;O RING;MS29513-111;;N/A;;;;WISNU;B2-1;189;;;;;;;;;;
Consumable Part;O RING;MS29513-138;;N/A;;;;WISNU;B3-20;98;;;;;;;;;;
Consumable Part;O RING;MS3248-1-012;;N/A;;;;WISNU;A2-8;45;;;;;;;;;;
Consumable Part;OIL ENGINE;AS100;;N/A;;;;WISNU;FLAMABLE ROOM;0.5;;;;;;;;;;
Consumable Part;OIL ENGINE;ASW100;;N/A;;;;WISNU;FLAMABLE ROOM;37.8;;;;;;;;;;
Consumable Part;OIL ENGINE;ASW100+;;N/A;;;;WISNU;FLAMABLE ROOM;-6;;;;;;;;;;
Consumable Part;OIL ENGINE;ASW100+;;N/A;;;;WISNU;FLAMABLE ROOM;405;;;;;;;;;;
Consumable Part;OIL FILTER;CH48103-1;;N/A;;;;WISNU;G4;45;;;;;;;;;;
Consumable Part;OIL FILTER;CH48110-1;;N/A;;;;WISNU;I4-1;38;;;;;;;;;;
Consumable Part;OIL FILTER;CH48110-1;;N/A;;;;WISNU;WISNU;93;;;;;;;;;;
Consumable Part;OIL PRESS GAGE;2646-00053;;N/A;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;OIL PRESS GAGE;2646-00065;;N/A;;;;WISNU;C3-1;2;;;;;;;;;;
Consumable Part;OIL PRESS GAGE;6246-00380;;133436;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;OIL PRESS GAGE;6246-00380;;161554;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;OIL PRESS SWITCH;588-206;;N/A;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;OIL TEMP;548-790;;N/A;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;OIL TEMP;S2335-1;;N/A;;;;WISNU;A3-8;4;;;;;;;;;;
Consumable Part;OIL TEMP/OIL PRESS IND 172R;S3279-1;;5940;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;PACKING;M83248/1-011;;N/A;;;;WISNU;A2-8;10;;;;;;;;;;
Consumable Part;PACKING;MS28775-008;;N/A;;;;WISNU;B3-17;51;;;;;;;;;;
Consumable Part;PACKING;MS28775-011;;N/A;;;;WISNU;A2-8;48;;;;;;;;;;
Consumable Part;PACKING;MS28775-012;;N/A;;;;WISNU;A2-8;28;;;;;;;;;;
Consumable Part;PACKING;MS28775-210;;N/A;;;;WISNU;B3-20;10;;;;;;;;;;
Consumable Part;PACKING;MS28775-213;;N/A;;;;WISNU;A2-8;103;;;;;;;;;;
Consumable Part;PACKING;MS28775-224;;N/A;;;;WISNU;A2-8;10;;;;;;;;;;
Consumable Part;PACKING;MS28775-329;;N/A;;;;WISNU;B3-18;82;;;;;;;;;;
Consumable Part;PACKING;MS28775-333;;N/A;;;;WISNU;B3-19;77;;;;;;;;;;
Consumable Part;PACKING;MS28775-333;;N/A;;;;WISNU;B3-6;23;;;;;;;;;;
Consumable Part;PACKING;MS28778-3;;N/A;;;;WISNU;B3-17;19;;;;;;;;;;
Consumable Part;PACKING;MS29513-010;;N/A;;;;WISNU;B3-20;100;;;;;;;;;;
Consumable Part;PAN AY;0513109-4;;N/A;;;;WISNU;D1;2;;;;;;;;;;
Consumable Part;PANEL BAGAGE;0515012-1;;N/A;;;;WISNU;F;2;;;;;;;;;;
Consumable Part;PERSONAL ELT 406;406;;N/A;;;;WISNU;C4-2;4;;;;;;;;;;
Consumable Part;PICK OFF;763-504;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;PILOTS GUIDE GNS430;190-00140-00;;N/A;;;;WISNU;CUPBOARD DOCUMENT;1;;;;;;;;;;
Consumable Part;PIN;1552004-17;;N/A;;;;WISNU;D2-1;4;;;;;;;;;;
Consumable Part;PIN;1714067-5;;N/A;;;;WISNU;D3-11;4;;;;;;;;;;
Consumable Part;PIN;177-00300;;N/A;;;;WISNU;A3-8;30;;;;;;;;;;
Consumable Part;PIN;A2973-6;;N/A;;;;WISNU;A3-8;16;;;;;;;;;;
Consumable Part;PIN;MS20392-1C11;;N/A;;;;WISNU;D2-10;40;;;;;;;;;;
Consumable Part;PIN;MS20392-1C21;;N/A;;;;WISNU;D3-11;133;;;;;;;;;;
Consumable Part;PIN;MS20392-2C15;;N/A;;;;WISNU;D3-4;16;;;;;;;;;;
Consumable Part;PIN;NAS561-3-6;;N/A;;;;WISNU;D2-10;50;;;;;;;;;;
Consumable Part;PIN;NAS561P4-10;;N/A;;;;WISNU;D3-10;25;;;;;;;;;;
Consumable Part;PIN;S1635-1;;N/A;;;;WISNU;D2-3;365;;;;;;;;;;
Consumable Part;PIN;S1635-3LP;;N/A;;;;WISNU;D3-13;498;;;;;;;;;;
Consumable Part;PIN;S1853-4;;N/A;;;;WISNU;D2-3;50;;;;;;;;;;
Consumable Part;PIN;S2353-3;;N/A;;;;WISNU;D3-5;50;;;;;;;;;;
Consumable Part;PIN AY;0717024-18;;N/A;;;;WISNU;D2-10;2;;;;;;;;;;
Consumable Part;PIPER KIT MOUNT;MPA44-1P;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;PIPER SEAT ADJUSMENT SPRING;MC 587-404;;N/A;;;;WISNU;G1;4;;;;;;;;;;
Consumable Part;PITOT TUBE;96392-007;;N/A;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;PITOT TUBE ASSY;0721105-12;;N/A;;;;WISNU;B3-13;1;;;;;;;;;;
Consumable Part;PLATE;0515073-3;;N/A;;;;WISNU;D2-10;1;;;;;;;;;;
Consumable Part;PLATE;073-01100;;N/A;;;;WISNU;A3-14;2;;;;;;;;;;
Consumable Part;PLATE;075-03900;;N/A;;;;WISNU;A3-14;1;;;;;;;;;;
Consumable Part;PLATE;101-0016;;N/A;;;;WISNU;B3-12;5;;;;;;;;;;
Consumable Part;PLATE;73385;;N/A;;;;WISNU;D2-10;18;;;;;;;;;;
Consumable Part;PLATE BACK;074-01000;;N/A;;;;WISNU;A3-14;4;;;;;;;;;;
Consumable Part;PLATE BACK;074-30027;;N/A;;;;WISNU;A3-14;1;;;;;;;;;;
Consumable Part;PLOTTER PJ-1  ROTATING AZMIUTH;10009524-001;;N/A;;;;WISNU;WISNU;0;;;;;;;;;;
Consumable Part;PLUG;541139;;N/A;;;;WISNU;D3-4;20;;;;;;;;;;
Consumable Part;PLUG;STD-1211;;N/A;;;;WISNU;A4-1;2;;;;;;;;;;
Consumable Part;PLUG FLARED TUBE;AN806-3D;;N/A;;;;WISNU;D3-2;10;;;;;;;;;;
Consumable Part;PLUG PHONE;PJO55B;;N/A;;;;WISNU;D2-5;7;;;;;;;;;;
Consumable Part;POP RIVET;JM41006;;N/A;;;;WISNU;G1;9,811.00;;;;;;;;;;
Consumable Part;POST INSTRUMENT LIGHT HD ASSY;A354-CL-BK;;N/A;;;;WISNU;B3-9;15;;;;;;;;;;
Consumable Part;POWER SUPLY;01-0770006-08;;9609;;;;WISNU;E1;1;;;;;;;;;;
Consumable Part;POWER SUPLY;01-0770062-03;;28804;;;;WISNU;E1;1;;;;;;;;;;
Consumable Part;POWER SUPLY;C622008-0102;;E99076009;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;POWER SUPPLY;152-0010;;N/A;;;;WISNU;B3-4;5;;;;;;;;;;
Consumable Part;POWER SUPPLY;481-247;;56669;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;POWER SUPPLY STROBE;01-0770028-05;;56452;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;PRC SEALENT (1202);PR1422B2;;N/A;;;;WISNU;D1;1;;;;;;;;;;
Consumable Part;PRC SEALENT (120Z);PR1422B1/2;;N/A;;;;WISNU;D1;1;;;;;;;;;;
Consumable Part;PREASSURE PLATE;073-30024;;N/A;;;;WISNU;A3-14;1;;;;;;;;;;
Consumable Part;PRESS SWITCH;587-847;;R010788;;;;WISNU;G2;0;;;;;;;;;;
Consumable Part;PRESS SWITCH;587-847;;R024030;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;PRESS SWITCH;587-847;;R024040;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;PROBE EGT TYPE K;86255;;N/A;;;;WISNU;D2-1;5;;;;;;;;;;
Consumable Part;PROBE TIT;985;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;QUICK REFERENCE GUIDE;190-00140-01;;N/A;;;;WISNU;CUPBOARD DOCUMENT;3;;;;;;;;;;
Consumable Part;RAISER;9954100-7F;;IRN06-0002;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RAISER;9954100-7F;;ITU08-0006;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RAISER;99542100-4F;;IQ592-0001;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RAISER;99542100-4F;;ITU04-0006;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RAISER FORWARD,RH;W1754010-1;;I1K73-0005;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RAISER FORWARD,RH;W1754010-1;;I1K73-0007;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RAM AIR COOLING KIT;071-4001-00;;N/A;;;;WISNU;G1;4;;;;;;;;;;
Consumable Part;REAR WINDOW;K0515053-2;;N/A;;;;WISNU;WISNU;9;;;;;;;;;;
Consumable Part;RECEPTACLE ASSY;89097-007;;N/A;;;;WISNU;G1;3;;;;;;;;;;
Consumable Part;REGULATOR VACUUM;AA2H3-12;;N/A;;;;WISNU;D1;2;;;;;;;;;;
Consumable Part;RELAY;460-397;;80K84802;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;RELAY;460-397;;80K84805;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;REPAIR KIT SEAL O,RING;199-538A;;N/A;;;;WISNU;G2;4;;;;;;;;;;
Consumable Part;RESISTOR;S2091-5;;N/A;;;;WISNU;B3-8;4;;;;;;;;;;
Consumable Part;RESISTOR DIMMING ASSY;S2091-9;;N/A;;;;WISNU;D2-3;2;;;;;;;;;;
Consumable Part;RETAINER;153-30013;;N/A;;;;WISNU;B3-12;10;;;;;;;;;;
Consumable Part;RETAINER;153-30014;;N/A;;;;WISNU;B3-12;5;;;;;;;;;;
Consumable Part;RETAINER LEKES;A2108A;;N/A;;;;WISNU;D3-3;5;;;;;;;;;;
Consumable Part;RETAINING RING;00009M03;;N/A;;;;WISNU;C2-6;20;;;;;;;;;;
Consumable Part;RIB;0523030-2;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;RIB;0523031-2;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;RIB;0523032-1;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0523032-2;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0523033-2;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0523034-1;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0523034-2;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0523035-2;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;RIB;0523036-1;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;RIB;0523036-2;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0523514-7;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;RIB;0523515-7;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB;0722200-1;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;RIB AY;0525001-1;;N/A;;;;WISNU;D1;7;;;;;;;;;;
Consumable Part;RIGHT DOOR;SA60-06-1;;N/A;;;;WISNU;F;2;;;;;;;;;;
Consumable Part;RIGHT FRONT KICK PANEL;SA60-04;;N/A;;;;WISNU;F;2;;;;;;;;;;
Consumable Part;RING;1243626-1;;N/A;;;;WISNU;A3-19;4;;;;;;;;;;
Consumable Part;RING;155-04700;;N/A;;;;WISNU;D2-2;4;;;;;;;;;;
Consumable Part;RING;MS28775-113;;N/A;;;;WISNU;B3-20;19;;;;;;;;;;
Consumable Part;RING;MS28782-15;;N/A;;;;WISNU;A3-6;10;;;;;;;;;;
Consumable Part;RING;S-1115-9;;N/A;;;;WISNU;D3-9;200;;;;;;;;;;
Consumable Part;RING;S16280110;;N/A;;;;WISNU;B3-18;87;;;;;;;;;;
Consumable Part;RING,BACK UP,STRUT;S1628-329;;N/A;;;;WISNU;B3-16;158;;;;;;;;;;
Consumable Part;RISER;9954100-4F;;IRM94-0002;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;9954100-6F;;IRN01-0001;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;9954100-6F;;IRN02-0002;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;9954100-6F;;ITU07-0003;;;;WISNU;A5-1;0;;;;;;;;;;
Consumable Part;RISER;9954100-SF;;INQ58-0002;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;9954100-SF;;IRM98-0002;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;9954100-SF;;ITU05-0006;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;A1754007-1;;31362;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;A1754007-1;;50744;;;;WISNU;A5-1;0;;;;;;;;;;
Consumable Part;RISER;A1754008-1;;49928;;;;WISNU;A5-1;0;;;;;;;;;;
Consumable Part;RISER;A1754009-1;;49917;;;;WISNU;A5-1;0;;;;;;;;;;
Consumable Part;RISER;A1754010-1;;48618;;;;WISNU;A5-1;0;;;;;;;;;;
Consumable Part;RISER;W1754007-1;;I188-0004;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;W1754007-1;;I1K70-0005;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;W1754008-1;;I1K71-0004;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER;W1754008-1;;I1K71-0005;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER FORWARD,LH;W1754009-1;;I1097-0005;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;RISER FORWARD,LH;W1754009-1;;I1097-0006;;;;WISNU;A5-1;0;;;;;;;;;;
Consumable Part;RIVET;105-00200;;N/A;;;;WISNU;A3-14;57;;;;;;;;;;
Consumable Part;RIVET;105-00200;;N/A;;;;WISNU;A3-14;340;;;;;;;;;;
Consumable Part;RIVET;BSPS-44;;N/A;;;;WISNU;D3-9;308;;;;;;;;;;
Consumable Part;RIVET;CCP-54;;N/A;;;;WISNU;D3-9;290;;;;;;;;;;
Consumable Part;RIVET;CCP-94;;N/A;;;;WISNU;D3-9;271;;;;;;;;;;
Consumable Part;RIVET;MS20426AD3-6;;N/A;;;;WISNU;D3-12;4,210.00;;;;;;;;;;
Consumable Part;RIVET;MS20426AD4-6;;N/A;;;;WISNU;D3-13;1,432.00;;;;;;;;;;
Consumable Part;RIVET;MS20426AD4-6A;;N/A;;;;WISNU;D3-13;1,646.00;;;;;;;;;;
Consumable Part;RIVET;MS20470AD3-3A;;N/A;;;;WISNU;D3-13;61;;;;;;;;;;
Consumable Part;RIVET;MS20470AD3-6;;N/A;;;;WISNU;D3-13;2,381.00;;;;;;;;;;
Consumable Part;RIVET;MS20470AD4-6;;N/A;;;;WISNU;D3-12;125;;;;;;;;;;
Consumable Part;RIVET;MS20470AD4-6;;N/A;;;;WISNU;D3-13;-6;;;;;;;;;;
Consumable Part;RIVET;MS20470AD5-10;;N/A;;;;WISNU;D3-13;567;;;;;;;;;;
Consumable Part;RIVET;MS20470D5-10;;N/A;;;;WISNU;D3-13;250;;;;;;;;;;
Consumable Part;RIVET;S2906-4-2;;N/A;;;;WISNU;D3-9;656;;;;;;;;;;
Consumable Part;RIVET;S2906-4-3;;N/A;;;;WISNU;D3-9;605;;;;;;;;;;
Consumable Part;RIVET;S2906-5-3;;N/A;;;;WISNU;D3-9;795;;;;;;;;;;
Consumable Part;RIVET BRAKE LINNING;06-02908;;N/A;;;;WISNU;A3-14;200;;;;;;;;;;
Consumable Part;RIVET BRAKE LINNING;561;;N/A;;;;WISNU;G2;400;;;;;;;;;;
Consumable Part;RIVET ROUND;MS20470AD3-4A;;N/A;;;;WISNU;D3-12;3,609.00;;;;;;;;;;
Consumable Part;RIVET SOLID (COUNTER SHANK);MS20426AD4-4A;;N/A;;;;WISNU;D3-12;2,887.00;;;;;;;;;;
Consumable Part;RIVNUT;NAS1329A3K80;;N/A;;;;WISNU;D3-13;503;;;;;;;;;;
