GROUP,DESCRIPTION,Part Number,ALT P/N,Serial Number,MIN QTY,Unit,CONDITION,WAREHOUSE,STORES,QTY,EXPIRED DATE,GRN NO,VENDOR,RECEIVED DATE,RECEIVED BY,ORDER NUMBER,REFERENCE NUMBER,AWB NUMBER,REMARK,UNIT VALUE
CONSUMABLE PART,BEARING,214-00400,,,0,EA,,WISNU,A3-12,2,,,,,,,,,,0
CONSUMABLE PART,BEARING,214-00400,,,0,EA,,WISNU,A3-21,2,,,,,,,,,,0
CONSUMABLE PART,BEARING,214-01400,,,0,EA,,WISNU,A3-21,2,,,,,,,,,,0
CONSUMABLE PART,BEARING,214-03300,,,0,EA,,WISNU,A3-21,0,,,,,,,,,,0
CONSUMABLE PART,BEARING,8125,,,0,EA,,WISNU,A3-21,1,,,,,,,,,,0
CONSUMABLE PART,BEARING,LM29749-20629,,,0,EA,,WISNU,A3-21,2,,,,,,,,,,0
CONSUMABLE PART,BEARING,LM67048-20629,,,0,EA,,WISNU,A3-21,3,,,,,,,,,,0
CONSUMABLE PART,BEARING,S1003-29A,,,0,EA,,WISNU,A3-21,25,,,,,,,,,,0
CONSUMABLE PART,BEARING,S1674-1,,,0,EA,,WISNU,A4-1,8,,,,,,,,,,0
CONSUMABLE PART,BEARING,S1675-1,,,0,EA,,WISNU,A4-1,8,,,,,,,,,,0
CONSUMABLE PART,BEARING AIR BOX,05-04443,,,0,EA,,WISNU,D2-11,0,,,,,,,,,,0
CONSUMABLE PART,BEARING ROD END,432-606,,,0,EA,,WISNU,G3,10,,,,,,,,,,0
CONSUMABLE PART,BELLCRANK,0411563,,,0,EA,,WISNU,D3-4,2,,,,,,,,,,0
CONSUMABLE PART,BELT,378KY,,,0,EA,,WISNU,B4-2,4,,,,,,,,,,0
CONSUMABLE PART,BELT ALTERNATOR,3719773-382,,,0,EA,,WISNU,G1,2,,,,,,,,,,0
CONSUMABLE PART,BELT ALTERNATOR,378K4,,,0,EA,,WISNU,B4-2,1,,,,,,,,,,0
CONSUMABLE PART,BELT ALTERNATOR,37A19773-376,,,0,EA,,WISNU,B4-2,1,,,,,,,,,,0
CONSUMABLE PART,BELT ALTERNATOR,37A19773-376,,,0,EA,,WISNU,B4-2,0,,,,,,,,,,0
CONSUMABLE PART,BELT ALTERNATOR,37A19773-376,,,0,EA,,WISNU,B4-2,1,,,,,,,,,,0
CONSUMABLE PART,BLEEDER CAP,183-00100,,,0,EA,,WISNU,D2-1,23,,,,,,,,,,0
CONSUMABLE PART,BLEEDER SCREW,079-00300,,,0,EA,,WISNU,D2-1,19,,,,,,,,,,0
CONSUMABLE PART,BLEEDER SEAT,081-00100,,,0,EA,,WISNU,D2-1,13,,,,,,,,,,0
CONSUMABLE PART,BLLCRANK AY,0514030-4,,,0,EA,,WISNU,D5-15,1,,,,,,,,,,0
CONSUMABLE PART,BNC FEMALE,31-208RFX,,,0,EA,,WISNU,D2-6,4,,,,,,,,,,0
CONSUMABLE PART,BNC MALE,225395-1,,,0,EA,,WISNU,D2-6,2,,,,,,,,,,0
CONSUMABLE PART,BOARD AY TERMINAL,0570315-1,,,0,EA,,WISNU,D3-5,2,,,,,,,,,,0
CONSUMABLE PART,BOARD AY TERMINAL,0570315-1,,,0,EA,,WISNU,D3-5,0,,,,,,,,,,0
CONSUMABLE PART,BOLT,069-00400,,,0,EA,,WISNU,A3-8,6,,,,,,,,,,0
CONSUMABLE PART,BOLT,069-30644,,,0,EA,,WISNU,A3-5,2,,,,,,,,,,0
CONSUMABLE PART,BOLT,0750220-1,,,0,EA,,WISNU,D2-10,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,103-11600,,,0,EA,,WISNU,A3-5,47,,,,,,,,,,0
CONSUMABLE PART,BOLT,103-11700,,,0,EA,,WISNU,A3-5,8,,,,,,,,,,0
CONSUMABLE PART,BOLT,103-14300,,,0,EA,,WISNU,D2-15,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,691-334,,,0,EA,,WISNU,G1,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,A-2513-38,,,0,EA,,WISNU,D2-12,12,,,,,,,,,,0
CONSUMABLE PART,BOLT,A-2513-38,,,0,EA,,WISNU,FLAMABLE ROOM,6,,,,,,,,,,0
CONSUMABLE PART,BOLT,A-2513-38,,,0,EA,,WISNU,FLAMABLE ROOM,6,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN175-22A,,,0,EA,,WISNU,G1,19,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN23-10,,,0,EA,,WISNU,D2-12,100,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN23-11,,,0,EA,,WISNU,D2-11,50,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN23-12,,,0,EA,,WISNU,D2-12,99,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN23-21A,,,0,EA,,WISNU,A3-11,50,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-10,,,0,EA,,WISNU,B3-14,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-10A,,,0,EA,,WISNU,D3-1,171,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-11A,,,0,EA,,WISNU,A3-5,173,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-40A,,,0,EA,,WISNU,G3,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-4A,,,0,EA,,WISNU,A3-5,25,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-5A,,,0,EA,,WISNU,D3-2,13,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN3-H7A,,,0,EA,,WISNU,G1,20,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4-21A,,,0,EA,,WISNU,A3-5,48,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4-22A,,,0,EA,,WISNU,A3-5,24,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4-31,,,0,EA,,WISNU,A3-5,7,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4-31,,,0,EA,,WISNU,A3-8,6,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4-36A,,,0,EA,,WISNU,D2-13,97,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4-7A,,,0,EA,,WISNU,A3-5,87,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4C5,,,0,EA,,WISNU,D2-12,93,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN4H13A,,,0,EA,,WISNU,A3-5,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN5-10A,,,0,EA,,WISNU,D3-13,23,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN5-25A,,,0,EA,,WISNU,A3-5,46,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN5-31A,,,0,EA,,WISNU,D3-13,9,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN5-35A,,,0,EA,,WISNU,A3-13,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN5-47,,,0,EA,,WISNU,A3-13,20,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN5-47A,,,0,EA,,WISNU,D2-13,26,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN6-23A,,,0,EA,,WISNU,A3-5,21,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN6-27,,,0,EA,,WISNU,A3-5,23,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-24A,,,0,EA,,WISNU,A3-5,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-40A,,,0,EA,,WISNU,D2-13,45,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-43A,,,0,EA,,WISNU,D2-13,51,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-44A,,,0,EA,,WISNU,A3-12,16,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-44A,,,0,EA,,WISNU,A3-13,0,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-45A,,,0,EA,,WISNU,A3-13,0,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-45A,,,0,EA,,WISNU,A3-13,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-46A,,,0,EA,,WISNU,A3-11,20,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN7-47,,,0,EA,,WISNU,G3,4,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN8-21A,,,0,EA,,WISNU,A3-5,36,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN8-21A,,,0,EA,,WISNU,D2-12,20,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN8-23A,,,0,EA,,WISNU,D2-12,20,,,,,,,,,,0
CONSUMABLE PART,BOLT,AN8-25A,,,0,EA,,WISNU,D2-12,20,,,,,,,,,,0
CONSUMABLE PART,BOLT,LW-31H088,,,0,EA,,WISNU,D2-12,129,,,,,,,,,,0
CONSUMABLE PART,BOLT,LW-38-275,,,0,EA,,WISNU,G3,4,,,,,,,,,,0
CONSUMABLE PART,BOLT,MS20004-9,,,0,EA,,WISNU,D3-3,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,NAS464-3-22,,,0,EA,,WISNU,A3-13,4,,,,,,,,,,0
CONSUMABLE PART,BOLT,NAS464P7LA44,,,0,EA,,WISNU,A3-5,3,,,,,,,,,,0
CONSUMABLE PART,BOLT,NAS464P7LA44,,,0,EA,,WISNU,D3-12,0,,,,,,,,,,0
CONSUMABLE PART,BOLT,NAS6604D17,,,0,EA,,WISNU,A3-5,8,,,,,,,,,,0
CONSUMABLE PART,BOLT,NAS6605D46,,,0,EA,,WISNU,A3-5,10,,,,,,,,,,0
CONSUMABLE PART,BOLT,S2323-5,,,0,EA,,WISNU,A3-5,12,,,,,,,,,,0
CONSUMABLE PART,BOLT MPI,S3461-108,,,0,EA,,WISNU,D2-15,6,,,,,,,,,,0
CONSUMABLE PART,BOOK INSTRUMENT/COMMERCIAL,10001784-005,,,0,EA,,WISNU,WISNU,0,,,,,,,,,,0
CONSUMABLE PART,BOOK PRIVATE PILOT,10001360-005,,,0,EA,,WISNU,WISNU,0,,,,,,,,,,0
CONSUMABLE PART,BOSS AIR BOX,1726048-2,,,0,EA,,WISNU,D2-16,2,,,,,,,,,,0
CONSUMABLE PART,BOSS AIR BOX,MC0750113-1,,,0,EA,,WISNU,D2-16,0,,,,,,,,,,0
CONSUMABLE PART,BOTTLE ASSY,86546-006,,,0,EA,,WISNU,G1,2,,,,,,,,,,0
CONSUMABLE PART,BRACKET,32300-1,,,0,EA,,WISNU,B3-17,5,,,,,,,,,,0
CONSUMABLE PART,BRACKET,76908,,,0,EA,,WISNU,D2-16,3,,,,,,,,,,0
CONSUMABLE PART,BRACKET,S2300-12,,,0,EA,,WISNU,B3-17,2,,,,,,,,,,0
CONSUMABLE PART,BRACKET AIR BOX,07A21443,,,0,EA,,WISNU,D3-12,3,,,,,,,,,,0
CONSUMABLE PART,BRACKET ASSY,0541212-2,,,0,EA,,WISNU,D3-8,1,,,,,,,,,,0
CONSUMABLE PART,BRAKE  ASSY,30-75A,,,0,EA,,WISNU,A2-1,0,,,,,,,,,,0
CONSUMABLE PART,BRAKE  ASSY,30-75A,,,0,EA,,WISNU,A2-1,0,,,,,,,,,,0
CONSUMABLE PART,BRAKE DISC,164-21600,,,0,EA,,WISNU,G2,4,,,,,,,,,,0
CONSUMABLE PART,BRAKE DISC,30-65,,,0,EA,,WISNU,G2,2,,,,,,,,,,0
CONSUMABLE PART,BRAKE DISC,30-83A,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,BRAKE DISC,30-83A,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,BRAKE DISC [R],164-02300,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,BRAKE DISC [R],164-02300,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,BRAKE LINNING,066-06200,,,0,EA,,WISNU,A3-14,18,,,,,,,,,,0
CONSUMABLE PART,BRAKE LINNING,066-06200,,,0,EA,,WISNU,G2,45,,,,,,,,,,0
CONSUMABLE PART,BRAKE LINNING,066-10500,,,0,EA,,WISNU,A3-14,93,,,,,,,,,,0
CONSUMABLE PART,BRAKE LINNING,066-10500,,,0,EA,,WISNU,A3-14,140,,,,,,,,,,0
CONSUMABLE PART,BRAKE LINNING,066-30026,,,0,EA,,WISNU,A3-14,19,,,,,,,,,,0
CONSUMABLE PART,BRAKE LINNING,073-30026,,,0,EA,,WISNU,A3-14,20,,,,,,,,,,0
CONSUMABLE PART,BREAKER,CM3589-40,,,0,EA,,WISNU,D2-10,3,,,,,,,,,,0
CONSUMABLE PART,BREARING SEAL,154-13000,,,0,EA,,WISNU,B3-12,3,,,,,,,,,,0
CONSUMABLE PART,BULB,356,,,0,EA,,WISNU,B3-6,1,,,,,,,,,,0
CONSUMABLE PART,BULB,356,,,0,EA,,WISNU,B3-7,6,,,,,,,,,,0
CONSUMABLE PART,BULB/PROBE OIL TEMP,3080-00037,,,0,EA,,WISNU,A3-20,3,,,,,,,,,,0
CONSUMABLE PART,BULK HEAD ASSY,0550321-12,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,BULK HEAD ASSY,0550321-4,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,BUSHING,523919,,,0,EA,,WISNU,B3-14,18,,,,,,,,,,0
CONSUMABLE PART,BUSHING,757-633,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,BUSHING,NAS77-3-023,,,0,EA,,WISNU,A3-18,8,,,,,,,,,,0
CONSUMABLE PART,BUSHING,NAS77-6-008,,,0,EA,,WISNU,A3-18,10,,,,,,,,,,0
CONSUMABLE PART,BUSHING ASSY MAIN GEAR,0541202-4,,,0,EA,,WISNU,D2-15,8,,,,,,,,,,0
CONSUMABLE PART,C-SPEC CONVERSION KIT CESSNA,MSC172PQ-40P,,,0,EA,,WISNU,D3-10,1,,,,,,,,,,0
CONSUMABLE PART,CABIN DOOR HINGE PIN,0711001-59,,,0,EA,,WISNU,D2-16,2,,,,,,,,,,0
CONSUMABLE PART,CABIN DOOR HINGE PIN,0711001-59,,,0,EA,,WISNU,D3-11,8,,,,,,,,,,0
CONSUMABLE PART,CABLE,11-05650 FT,,,0,FEET,,WISNU,H4-2,100,,,,,,,,,,0
CONSUMABLE PART,CABLE,11-05651 FT,,,0,FEET,,WISNU,H4-2,100,,,,,,,,,,0
CONSUMABLE PART,CABLE,11-07773 FT,,,0,EA,,WISNU,H4-2,100,,,,,,,,,,0
CONSUMABLE PART,CABLE,9864054-1,,,0,EA,,WISNU,D4,4,,,,,,,,,,0
CONSUMABLE PART,CABLE,MC0510105-220,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE,MC0510105-242,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE,MC0510105-243,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE,MC0510105-264,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE,MC0510105-44,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE,MC0510105-45,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE (AILERON),MC0510105-241,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE (AILERON),MC0510105-244,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE (AILERON),MC0510105-265,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE (CABIN),MC0510105-260,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,CABLE (ELEVATOR),MC0510105-208,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,CABLE (FLAP),MC0510105-93,,,0,EA,,WISNU,D4,1,,,,,,,,,,0
CONSUMABLE PART,CABLE (FLAP),MC0510105-94,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE (RTRIM WHEEL),MC0510105-221,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,CABLE (RUDDER),MC0510105-238,,,0,EA,,WISNU,D4,6,,,,,,,,,,0
CONSUMABLE PART,CABLE (RUDDER),MC0510105-238,,,0,EA,,WISNU,D4,1,,,,,,,,,,0
CONSUMABLE PART,CABLE (RUDDER),MC0510105-239,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE ASSEMBLY,556-201,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,CABLE ASSY,MC0510105-28,,,0,EA,,WISNU,D4,4,,,,,,,,,,0
CONSUMABLE PART,CABLE ASSY,MC0510105-291,,,0,EA,,WISNU,D4,1,,,,,,,,,,0
CONSUMABLE PART,CABLE ASSY,MC0510105-291,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CABLE AY ELEVATOR,0560051-103,,,0,EA,,WISNU,D4,7,,,,,,,,,,0
CONSUMABLE PART,CABLE B NUT MIX222-4,05-16245,,,0,EA,,WISNU,A3-11,0,,,,,,,,,,0
CONSUMABLE PART,CABLE CONTROL,554-471,,,0,EA,,WISNU,G1,3,,,,,,,,,,0
CONSUMABLE PART,CABLE CONTROL,S1230-17,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,CABLE END B NUT,05-16230,,,0,EA,,WISNU,A3-12,4,,,,,,,,,,0
CONSUMABLE PART,CABLE PARKING BRAKE,0510105-278,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,CABLE PARKING BRAKE,0510105-278,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CAM,071704-1,,,0,EA,,WISNU,D3-3,11,,,,,,,,,,0
CONSUMABLE PART,CAM ASSY,0717024-16,,,0,EA,,WISNU,D3-3,10,,,,,,,,,,0
CONSUMABLE PART,CAP,MS20813-1,,,0,EA,,WISNU,B2-1,25,,,,,,,,,,0
CONSUMABLE PART,CAP AY,0543018-1,,,0,EA,,WISNU,D1,2,,,,,,,,,,0
CONSUMABLE PART,CAP FUEL,66817-002,,,0,EA,,WISNU,G1,6,,,,,,,,,,0
CONSUMABLE PART,CAPACITOR,S1915-3,,,0,EA,,WISNU,A2-3,7,,,,,,,,,,0
CONSUMABLE PART,CARBON MONOYIDE DETECTOR,ASACOD,,,0,EA,,WISNU,B2-2,50,,,,,,,,,,0
CONSUMABLE PART,CARBURETOR HEAT CONTROL,MCS1230-17,,,0,EA,,WISNU,D4,5,,,,,,,,,,0
CONSUMABLE PART,CARBURETOR HEAT REPAIR KIT,CCH-KT-2,,,0,KIT,,WISNU,D4,4,,,,,,,,,,0
CONSUMABLE PART,CATCH,071704-7,,,0,EA,,WISNU,D2-10,4,,,,,,,,,,0
CONSUMABLE PART,CATRIDGE,753-913,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,CESSNA 172 CENTER CONSOLE,28-0500233-80A,,,0,EA,,WISNU,B1,2,,,,,,,,,,0
CONSUMABLE PART,CESSNA 172 CENTER CONSOLE,28-05002333-80A,,,0,EA,,WISNU,B1,1,,,,,,,,,,0
CONSUMABLE PART,CESSNA 172 LEFT AND RIGHT AERM REST,28-01-804,,,0,EA,,WISNU,B1,4,,,,,,,,,,0
CONSUMABLE PART,CESSNA 172 LEFT AND RIGHT AERM REST,28-01-80A,,,0,EA,,WISNU,B1,1,,,,,,,,,,0
CONSUMABLE PART,CESSNA 172 WINDSHIELD,LP-389-GT,,,0,EA,,WISNU,A1-1,1,,,,,,,,,,0
CONSUMABLE PART,CESSNA CONVERTION KIT,MSC172-40PFW,,,0,EA,,WISNU,D3-10,1,,,,,,,,,,0
CONSUMABLE PART,CESSNA KIT TSO-C-148A,MC172-14,,,0,EA,,WISNU,D3-13,1,,,,,,,,,,0
CONSUMABLE PART,CHAIN (TRIM ACTUATOR),MC2295-25-67,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CHAIN (TRIM ELEVATOR),MC2295P25-55,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CHAIN ASSY,69202-003,,,0,EA,,WISNU,G1,2,,,,,,,,,,0
CONSUMABLE PART,CHANNEL,2432003-1,,,0,EA,,WISNU,A2-2,10,,,,,,,,,,0
CONSUMABLE PART,CHERRY RIVET,CR3213-4-4,,,0,EA,,WISNU,D3-13,-15,,,,,,,,,,0
CONSUMABLE PART,CHERRY RIVET,CR3213-5-04,,,0,EA,,WISNU,D3-13,100,,,,,,,,,,0
CONSUMABLE PART,CHERRY RIVET,S2906-4-4,,,0,EA,,WISNU,D3-9,50,,,,,,,,,,0
CONSUMABLE PART,CHT PROBE,2852,,,0,EA,,WISNU,G3,4,,,,,,,,,,0
CONSUMABLE PART,CHT PROBE,66252,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,CHT PROBE,763-503,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,CHT PROBE,86251,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,CHT PROBE,86251,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,CIMPASS FLUID,AP1000,,,0,EA,,WISNU,D1,5,,,,,,,,,,0
CONSUMABLE PART,CIRCLIP / RING,MS16624-1262,,,0,EA,,WISNU,D2-4,200,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,11-02191,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,11-03930,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,11-03938,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,11-04128,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,11-08398,,,0,EA,,WISNU,A2-4,3,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,11-63941,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,CIRCUIT BREAKER,S1232-55,,,0,EA,,WISNU,A2-4,0,,,,,,,,,,0
CONSUMABLE PART,CLAMP,A0750161-25,,,0,KITS,,WISNU,A5-1,4,,,,,,,,,,0
CONSUMABLE PART,CLAMP,AN73TW66,,,0,EA,,WISNU,D2-5,10,,,,,,,,,,0
CONSUMABLE PART,CLAMP,CK100,,,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,CLAMP,LW15592-8-28,,,0,EA,,WISNU,D2-5,2,,,,,,,,,,0
CONSUMABLE PART,CLAMP,LW15592-8-32,,,0,EA,,WISNU,D3-1,10,,,,,,,,,,0
CONSUMABLE PART,CLAMP,LW18959-175-25,,,0,EA,,WISNU,B3-17,1,,,,,,,,,,0
CONSUMABLE PART,CLAMP,MS21919WDG6,,,0,EA,,WISNU,D2-5,50,,,,,,,,,,0
CONSUMABLE PART,CLAMP,MS21919WDG9,,,0,EA,,WISNU,D2-5,42,,,,,,,,,,0
CONSUMABLE PART,CLAMP,S1485D26,,,0,EA,,WISNU,B3-17,2,,,,,,,,,,0
CONSUMABLE PART,CLAMP,S18991-65,,,0,EA,,WISNU,B3-15,16,,,,,,,,,,0
CONSUMABLE PART,CLEVIS,543032,,,0,EA,,WISNU,A3-3,3,,,,,,,,,,0
CONSUMABLE PART,CLIP,1726049-1,,,0,EA,,WISNU,D2-4,2,,,,,,,,,,0
CONSUMABLE PART,CLUSTER,C668509-0101,,,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,CLUSTER,C668509-0101,,0708587,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,CLUSTER,C668509-0101,,0708591,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,CLUSTER,C668509-0101,,0708652,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,CLUSTER FUEL,C669562-0109,,724,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,CLUSTER FUEL,C669562-0109,,731,0,EA,,WISNU,D3-1,0,,,,,,,,,,0
CONSUMABLE PART,COAXIAL CABLE,C732913,,,0,EA,,WISNU,F5,25,,,,,,,,,,0
CONSUMABLE PART,COIL HEAD JET,22607G-01,,,0,EA,,WISNU,D2-6,1,,,,,,,,,,0
CONSUMABLE PART,COLOR KUT FUEL,KOLOR KUT,,,0,EA,,WISNU,E4,22,,,,,,,,,,0
CONSUMABLE PART,COMPENSATOR,C21-400,,,0,EA,,WISNU,D2-10,2,,,,,,,,,,0
CONSUMABLE PART,COMPUTER STUDENT FLT,10001316,,,0,EA,,WISNU,WISNU,0,,,,,,,,,,0
CONSUMABLE PART,CONNECTOR,MS3106A10SL39,,,0,EA,,WISNU,A3-18,6,,,,,,,,,,0
CONSUMABLE PART,CONNECTOR,S2800-277,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,CONSOLE CENTER,28-0500233RT-80A,,,0,EA,,WISNU,B1,2,,,,,,,,,,0
CONSUMABLE PART,CONTACK CLEANER,2016,,,0,EA,,WISNU,D1,6,,,,,,,,,,0
CONSUMABLE PART,CONTACT PIN,204370-2,,,0,EA,,WISNU,D3-5,100,,,,,,,,,,0
CONSUMABLE PART,CONTACTOR,S2099-6,,,0,EA,,WISNU,D3-5,151,,,,,,,,,,0
CONSUMABLE PART,CONTACTOR,S2099-8LP,,,0,EA,,WISNU,D3-5,100,,,,,,,,,,0
CONSUMABLE PART,CONTACTOR,S2443-2,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,CONTACTOR STATER,584-460,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,CONTACTOR STATER,584-460,,,0,EA,,WISNU,G2,2,,,,,,,,,,0
CONSUMABLE PART,CONTORL,S1239-48,,,0,EA,,WISNU,D4,1,,,,,,,,,,0
CONSUMABLE PART,CONTROL,S1241-36,,,0,EA,,WISNU,D4,1,,,,,,,,,,0
CONSUMABLE PART,CONTROL,S1517-7,,,0,EA,,WISNU,D4,6,,,,,,,,,,0
CONSUMABLE PART,CONTROL ASSY SEAT,AC5794-24,,,0,EA,,WISNU,G1,2,,,,,,,,,,0
CONSUMABLE PART,CONTROL ASSY SEAT,MC5794-24,,,0,EA,,WISNU,B4-2,2,,,,,,,,,,0
CONSUMABLE PART,CONTROL MX,345-024-4,,,0,EA,,WISNU,D4,3,,,,,,,,,,0
CONSUMABLE PART,CONTROL MX,565-548-071,,,0,EA,,WISNU,D4,1,,,,,,,,,,0
CONSUMABLE PART,CONTROL TH,252-085-1,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,CONVERSION KIT,MSC172-40PSD,,,0,KIT,,WISNU,D3-10,2,,,,,,,,,,0
CONSUMABLE PART,CONVERTER,AK-550-12,,508411,0,EA,,WISNU,E1,1,,,,,,,,,,0
CONSUMABLE PART,CONVERTER,VR1-3,,20V-30VDC,0,EA,,WISNU,C1-1,1,,,,,,,,,,0
CONSUMABLE PART,COOLING FAN,ACF528,,12190,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,COOLING KIT,SK402-20B,,,0,EA,,WISNU,G1,4,,,,,,,,,,0
CONSUMABLE PART,CORD HEADSET KIT,18028G01,,,0,EA,,WISNU,C2-2,3,,,,,,,,,,0
